conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_000561,evt_alpha_000108,2024-01-12 00:00:00 CST,128,last_click,SKU-031,4
conv_alpha_000562,evt_alpha_006643,2024-02-22 00:00:00 CST,446,linear,SKU-012,3
conv_alpha_000563,evt_alpha_001653,2024-02-16 00:00:00 CST,102,linear,SKU-009,2
conv_alpha_000564,evt_alpha_000991,2024-03-07 00:00:00 CST,393,linear,SKU-006,3
conv_alpha_000565,evt_alpha_003290,2024-02-24 00:00:00 CST,421,linear,SKU-010,1
conv_alpha_000566,evt_alpha_000782,2024-01-14 00:00:00 CST,276,linear,SKU-093,2
conv_alpha_000567,evt_alpha_005145,2024-02-16 00:00:00 CST,226,linear,SKU-065,3
conv_alpha_000568,evt_alpha_008539,2024-03-22 00:00:00 CST,190,first_click,SKU-014,1
conv_alpha_000569,evt_alpha_002482,2024-02-01 00:00:00 CST,308,last_click,SKU-006,2
conv_alpha_000570,evt_alpha_005253,2024-03-10 00:00:00 CST,221,last_click,SKU-002,2
conv_alpha_000571,evt_alpha_003081,2024-03-01 00:00:00 CST,10,first_click,SKU-036,4
conv_alpha_000572,evt_alpha_000915,2024-02-25 00:00:00 CST,26,linear,SKU-086,1
conv_alpha_000573,evt_alpha_002782,2024-01-18 00:00:00 CST,78,first_click,SKU-089,3
conv_alpha_000574,evt_alpha_002445,2024-01-07 00:00:00 CST,103,last_click,SKU-013,4
conv_alpha_000575,evt_alpha_009022,2024-01-12 00:00:00 CST,155,linear,SKU-022,1
conv_alpha_000576,evt_alpha_007979,2024-01-25 00:00:00 CST,109,last_click,SKU-029,4
conv_alpha_000577,evt_alpha_005620,2024-01-08 00:00:00 CST,122,first_click,SKU-005,2
conv_alpha_000578,evt_alpha_008371,2024-01-23 00:00:00 CST,395,first_click,SKU-085,4
conv_alpha_000579,evt_alpha_001659,2024-02-18 00:00:00 CST,474,last_click,SKU-031,1
conv_alpha_000580,evt_alpha_004120,2024-03-22 00:00:00 CST,105,first_click,SKU-058,1
conv_alpha_000581,evt_alpha_001351,2024-01-14 00:00:00 CST,377,first_click,SKU-023,3
conv_alpha_000582,evt_alpha_002005,2024-02-05 00:00:00 CST,460,last_click,SKU-044,1
conv_alpha_000583,evt_alpha_008644,2024-01-12 00:00:00 CST,230,last_click,SKU-097,4
conv_alpha_000584,evt_alpha_008724,2024-03-02 00:00:00 CST,30,linear,SKU-002,4
conv_alpha_000585,evt_alpha_007851,2024-02-07 00:00:00 CST,358,linear,SKU-086,4
conv_alpha_000586,evt_alpha_006108,2024-03-17 00:00:00 CST,225,first_click,SKU-003,3
conv_alpha_000587,evt_alpha_001751,2024-02-19 00:00:00 CST,419,last_click,SKU-005,4
conv_alpha_000588,evt_alpha_004269,2024-02-08 00:00:00 CST,375,linear,SKU-060,2
conv_alpha_000589,evt_alpha_001151,2024-01-23 00:00:00 CST,496,first_click,SKU-077,1
conv_alpha_000590,evt_alpha_009387,2024-03-19 00:00:00 CST,310,first_click,SKU-015,2
conv_alpha_000591,evt_alpha_001927,2024-02-15 00:00:00 CST,344,first_click,SKU-039,3
conv_alpha_000592,evt_alpha_005411,2024-01-20 00:00:00 CST,373,last_click,SKU-044,1
conv_alpha_000593,evt_alpha_006676,2024-01-23 00:00:00 CST,55,linear,SKU-086,1
conv_alpha_000594,evt_alpha_003805,2024-03-04 00:00:00 CST,353,last_click,SKU-076,2
conv_alpha_000595,evt_alpha_001171,2024-02-08 00:00:00 CST,159,last_click,SKU-046,3
conv_alpha_000596,evt_alpha_004468,2024-01-26 00:00:00 CST,309,linear,SKU-008,1
conv_alpha_000597,evt_alpha_003850,2024-02-28 00:00:00 CST,241,last_click,SKU-068,3
conv_alpha_000598,evt_alpha_002825,2024-02-28 00:00:00 CST,62,last_click,SKU-041,1
conv_alpha_000599,evt_alpha_004098,2024-03-17 00:00:00 CST,473,last_click,SKU-072,4
conv_alpha_000600,evt_alpha_007063,2024-02-07 00:00:00 CST,75,first_click,SKU-006,3
conv_alpha_000601,evt_alpha_002705,2024-03-02 00:00:00 CST,47,linear,SKU-020,4
conv_alpha_000602,evt_alpha_006711,2024-02-24 00:00:00 CST,388,first_click,SKU-016,3
conv_alpha_000603,evt_alpha_008326,2024-02-29 00:00:00 CST,167,linear,SKU-039,3
conv_alpha_000604,evt_alpha_000655,2024-01-24 00:00:00 CST,407,linear,SKU-089,3
conv_alpha_000605,evt_alpha_007112,2024-02-01 00:00:00 CST,52,first_click,SKU-018,2
conv_alpha_000606,evt_alpha_007804,2024-03-03 00:00:00 CST,119,linear,SKU-009,3
conv_alpha_000607,evt_alpha_003041,2024-01-09 00:00:00 CST,350,last_click,SKU-005,2
conv_alpha_000608,evt_alpha_008562,2024-03-13 00:00:00 CST,168,last_click,SKU-099,3
conv_alpha_000609,evt_alpha_001535,2024-01-17 00:00:00 CST,269,linear,SKU-003,1
conv_alpha_000610,evt_alpha_002815,2024-01-21 00:00:00 CST,69,linear,SKU-078,4
conv_alpha_000611,evt_alpha_005541,2024-01-23 00:00:00 CST,467,first_click,SKU-061,1
conv_alpha_000612,evt_alpha_005617,2024-01-03 00:00:00 CST,57,linear,SKU-013,1
conv_alpha_000613,evt_alpha_002766,2024-02-20 00:00:00 CST,459,last_click,SKU-088,3
conv_alpha_000614,evt_alpha_009713,2024-02-03 00:00:00 CST,204,first_click,SKU-026,1
conv_alpha_000615,evt_alpha_000092,2024-01-12 00:00:00 CST,270,linear,SKU-052,1
conv_alpha_000616,evt_alpha_009798,2024-03-11 00:00:00 CST,312,last_click,SKU-096,3
conv_alpha_000617,evt_alpha_003242,2024-03-30 00:00:00 CST,66,first_click,SKU-097,1
conv_alpha_000618,evt_alpha_009634,2024-03-10 00:00:00 CST,155,linear,SKU-070,1
conv_alpha_000619,evt_alpha_004035,2024-02-18 00:00:00 CST,13,last_click,SKU-028,4
conv_alpha_000620,evt_alpha_007942,2024-03-12 00:00:00 CST,364,linear,SKU-042,4
conv_alpha_000621,evt_alpha_007589,2024-01-18 00:00:00 CST,293,first_click,SKU-096,3
conv_alpha_000622,evt_alpha_003933,2024-02-01 00:00:00 CST,95,first_click,SKU-069,4
conv_alpha_000623,evt_alpha_006122,2024-03-11 00:00:00 CST,210,linear,SKU-055,3
conv_alpha_000624,evt_alpha_006891,2024-01-18 00:00:00 CST,167,linear,SKU-052,4
conv_alpha_000625,evt_alpha_000839,2024-01-29 00:00:00 CST,154,linear,SKU-056,2
conv_alpha_000626,evt_alpha_005903,2024-03-03 00:00:00 CST,88,first_click,SKU-095,1
conv_alpha_000627,evt_alpha_007719,2024-01-13 00:00:00 CST,338,first_click,SKU-064,1
conv_alpha_000628,evt_alpha_001509,2024-03-11 00:00:00 CST,106,linear,SKU-043,2
conv_alpha_000629,evt_alpha_000766,2024-01-13 00:00:00 CST,381,last_click,SKU-022,1
conv_alpha_000630,evt_alpha_007477,2024-01-06 00:00:00 CST,315,last_click,SKU-091,4
conv_alpha_000631,evt_alpha_009413,2024-01-07 00:00:00 CST,44,first_click,SKU-075,4
conv_alpha_000632,evt_alpha_008957,2024-01-30 00:00:00 CST,451,first_click,SKU-021,1
conv_alpha_000633,evt_alpha_008045,2024-01-11 00:00:00 CST,79,linear,SKU-047,1
conv_alpha_000634,evt_alpha_008991,2024-01-27 00:00:00 CST,183,last_click,SKU-069,4
conv_alpha_000635,evt_alpha_009648,2024-03-30 00:00:00 CST,380,linear,SKU-018,2
conv_alpha_000636,evt_alpha_001512,2024-03-07 00:00:00 CST,483,linear,SKU-048,3
conv_alpha_000637,evt_alpha_002405,2024-01-26 00:00:00 CST,370,last_click,SKU-078,3
conv_alpha_000638,evt_alpha_001013,2024-01-09 00:00:00 CST,484,last_click,SKU-032,1
conv_alpha_000639,evt_alpha_002616,2024-03-02 00:00:00 CST,105,linear,SKU-070,1
conv_alpha_000640,evt_alpha_005431,2024-02-13 00:00:00 CST,71,linear,SKU-007,4
conv_alpha_000641,evt_alpha_007664,2024-02-14 00:00:00 CST,142,first_click,SKU-041,2
conv_alpha_000642,evt_alpha_005255,2024-03-24 00:00:00 CST,243,last_click,SKU-074,2
conv_alpha_000643,evt_alpha_006649,2024-01-08 00:00:00 CST,218,first_click,SKU-052,3
conv_alpha_000644,evt_alpha_002596,2024-02-05 00:00:00 CST,158,linear,SKU-066,2
conv_alpha_000645,evt_alpha_004839,2024-03-19 00:00:00 CST,161,first_click,SKU-077,4
conv_alpha_000646,evt_alpha_006834,2024-01-01 00:00:00 CST,116,first_click,SKU-082,3
conv_alpha_000647,evt_alpha_007974,2024-02-28 00:00:00 CST,276,linear,SKU-053,4
conv_alpha_000648,evt_alpha_003233,2024-02-26 00:00:00 CST,370,last_click,SKU-015,4
conv_alpha_000649,evt_alpha_001959,2024-02-26 00:00:00 CST,459,first_click,SKU-066,1
conv_alpha_000650,evt_alpha_003014,2024-03-07 00:00:00 CST,33,linear,SKU-076,2
conv_alpha_000651,evt_alpha_000695,2024-03-12 00:00:00 CST,309,last_click,SKU-026,1
conv_alpha_000652,evt_alpha_001792,2024-01-03 00:00:00 CST,115,first_click,SKU-088,2
conv_alpha_000653,evt_alpha_001638,2024-02-02 00:00:00 CST,122,last_click,SKU-015,3
conv_alpha_000654,evt_alpha_007099,2024-02-16 00:00:00 CST,233,last_click,SKU-095,1
conv_alpha_000655,evt_alpha_004914,2024-02-02 00:00:00 CST,491,linear,SKU-075,4
conv_alpha_000656,evt_alpha_008051,2024-01-09 00:00:00 CST,296,last_click,SKU-077,2
conv_alpha_000657,evt_alpha_001617,2024-01-27 00:00:00 CST,425,last_click,SKU-018,2
conv_alpha_000658,evt_alpha_000079,2024-03-25 00:00:00 CST,247,last_click,SKU-060,1
conv_alpha_000659,evt_alpha_003872,2024-01-31 00:00:00 CST,426,first_click,SKU-015,3
conv_alpha_000660,evt_alpha_001190,2024-01-31 00:00:00 CST,82,last_click,SKU-064,2
conv_alpha_000661,evt_alpha_004265,2024-03-25 00:00:00 CST,62,linear,SKU-079,4
conv_alpha_000662,evt_alpha_005723,2024-03-30 00:00:00 CST,455,first_click,SKU-023,1
conv_alpha_000663,evt_alpha_004820,2024-02-16 00:00:00 CST,218,first_click,SKU-017,1
conv_alpha_000664,evt_alpha_006467,2024-03-05 00:00:00 CST,134,first_click,SKU-022,2
conv_alpha_000665,evt_alpha_002830,2024-03-09 00:00:00 CST,408,linear,SKU-047,2
conv_alpha_000666,evt_alpha_007695,2024-03-11 00:00:00 CST,202,linear,SKU-007,2
conv_alpha_000667,evt_alpha_008149,2024-01-08 00:00:00 CST,495,last_click,SKU-087,4
conv_alpha_000668,evt_alpha_007998,2024-03-28 00:00:00 CST,365,last_click,SKU-047,1
conv_alpha_000669,evt_alpha_002366,2024-02-28 00:00:00 CST,209,linear,SKU-002,4
conv_alpha_000670,evt_alpha_009942,2024-02-01 00:00:00 CST,76,first_click,SKU-082,2
conv_alpha_000671,evt_alpha_008049,2024-03-24 00:00:00 CST,415,last_click,SKU-042,4
conv_alpha_000672,evt_alpha_007815,2024-03-24 00:00:00 CST,282,linear,SKU-048,2
conv_alpha_000673,evt_alpha_009047,2024-01-20 00:00:00 CST,423,last_click,SKU-089,2
conv_alpha_000674,evt_alpha_002723,2024-03-12 00:00:00 CST,103,first_click,SKU-079,3
conv_alpha_000675,evt_alpha_003500,2024-03-14 00:00:00 CST,417,linear,SKU-019,4
conv_alpha_000676,evt_alpha_006398,2024-03-05 00:00:00 CST,395,linear,SKU-012,2
conv_alpha_000677,evt_alpha_003416,2024-01-18 00:00:00 CST,81,linear,SKU-054,2
conv_alpha_000678,evt_alpha_005842,2024-03-25 00:00:00 CST,309,first_click,SKU-053,3
conv_alpha_000679,evt_alpha_000202,2024-02-20 00:00:00 CST,98,last_click,SKU-099,1
conv_alpha_000680,evt_alpha_002152,2024-01-21 00:00:00 CST,215,linear,SKU-003,3
conv_alpha_000681,evt_alpha_004200,2024-03-03 00:00:00 CST,38,last_click,SKU-058,1
conv_alpha_000682,evt_alpha_005507,2024-03-02 00:00:00 CST,375,first_click,SKU-078,2
conv_alpha_000683,evt_alpha_001608,2024-03-06 00:00:00 CST,238,last_click,SKU-018,3
conv_alpha_000684,evt_alpha_000735,2024-02-10 00:00:00 CST,402,linear,SKU-021,3
conv_alpha_000685,evt_alpha_009847,2024-02-15 00:00:00 CST,231,last_click,SKU-088,1
conv_alpha_000686,evt_alpha_001679,2024-01-28 00:00:00 CST,103,last_click,SKU-083,3
conv_alpha_000687,evt_alpha_001697,2024-01-23 00:00:00 CST,261,linear,SKU-016,1
conv_alpha_000688,evt_alpha_004191,2024-03-20 00:00:00 CST,44,linear,SKU-067,3
conv_alpha_000689,evt_alpha_007130,2024-03-06 00:00:00 CST,86,first_click,SKU-078,4
conv_alpha_000690,evt_alpha_008072,2024-02-19 00:00:00 CST,96,linear,SKU-064,3
conv_alpha_000691,evt_alpha_004644,2024-03-18 00:00:00 CST,99,last_click,SKU-045,3
conv_alpha_000692,evt_alpha_009123,2024-02-28 00:00:00 CST,281,linear,SKU-053,2
conv_alpha_000693,evt_alpha_007646,2024-01-31 00:00:00 CST,172,last_click,SKU-078,1
conv_alpha_000694,evt_alpha_003822,2024-03-02 00:00:00 CST,176,first_click,SKU-056,1
conv_alpha_000695,evt_alpha_007166,2024-03-03 00:00:00 CST,256,last_click,SKU-092,4
conv_alpha_000696,evt_alpha_005127,2024-01-30 00:00:00 CST,434,first_click,SKU-015,3
conv_alpha_000697,evt_alpha_007500,2024-01-09 00:00:00 CST,29,last_click,SKU-013,3
conv_alpha_000698,evt_alpha_003601,2024-02-26 00:00:00 CST,17,first_click,SKU-008,4
conv_alpha_000699,evt_alpha_006770,2024-01-24 00:00:00 CST,53,linear,SKU-091,3
conv_alpha_000700,evt_alpha_001235,2024-01-08 00:00:00 CST,481,last_click,SKU-033,2
conv_alpha_000701,evt_alpha_008480,2024-02-24 00:00:00 CST,330,last_click,SKU-070,2
conv_alpha_000702,evt_alpha_008411,2024-01-25 00:00:00 CST,137,linear,SKU-023,3
conv_alpha_000703,evt_alpha_009062,2024-02-25 00:00:00 CST,154,linear,SKU-052,4
conv_alpha_000704,evt_alpha_002065,2024-03-20 00:00:00 CST,143,first_click,SKU-020,1
conv_alpha_000705,evt_alpha_008534,2024-01-02 00:00:00 CST,162,linear,SKU-006,3
conv_alpha_000706,evt_alpha_004839,2024-01-29 00:00:00 CST,18,last_click,SKU-014,1
conv_alpha_000707,evt_alpha_000782,2024-02-15 00:00:00 CST,345,linear,SKU-045,4
conv_alpha_000708,evt_alpha_004395,2024-01-09 00:00:00 CST,357,linear,SKU-086,1
conv_alpha_000709,evt_alpha_005499,2024-01-04 00:00:00 CST,307,last_click,SKU-084,3
conv_alpha_000710,evt_alpha_000905,2024-03-12 00:00:00 CST,407,last_click,SKU-027,1
conv_alpha_000711,evt_alpha_008185,2024-03-17 00:00:00 CST,191,last_click,SKU-008,4
conv_alpha_000712,evt_alpha_003524,2024-03-06 00:00:00 CST,478,first_click,SKU-091,4
conv_alpha_000713,evt_alpha_009926,2024-02-10 00:00:00 CST,147,last_click,SKU-025,2
conv_alpha_000714,evt_alpha_002675,2024-01-26 00:00:00 CST,463,first_click,SKU-012,2
conv_alpha_000715,evt_alpha_004876,2024-03-22 00:00:00 CST,206,linear,SKU-017,3
conv_alpha_000716,evt_alpha_004065,2024-01-22 00:00:00 CST,206,last_click,SKU-041,4
conv_alpha_000717,evt_alpha_002912,2024-03-15 00:00:00 CST,456,last_click,SKU-042,1
conv_alpha_000718,evt_alpha_008070,2024-01-24 00:00:00 CST,53,first_click,SKU-068,4
conv_alpha_000719,evt_alpha_005302,2024-01-04 00:00:00 CST,354,linear,SKU-081,2
conv_alpha_000720,evt_alpha_003336,2024-02-15 00:00:00 CST,278,last_click,SKU-053,4
conv_alpha_000721,evt_alpha_000060,2024-01-05 00:00:00 CST,341,first_click,SKU-001,3
conv_alpha_000722,evt_alpha_009883,2024-02-20 00:00:00 CST,459,linear,SKU-069,1
conv_alpha_000723,evt_alpha_003406,2024-03-05 00:00:00 CST,381,last_click,SKU-024,1
conv_alpha_000724,evt_alpha_007870,2024-02-04 00:00:00 CST,326,linear,SKU-062,3
conv_alpha_000725,evt_alpha_008912,2024-03-03 00:00:00 CST,276,linear,SKU-068,1
conv_alpha_000726,evt_alpha_008010,2024-01-08 00:00:00 CST,99,last_click,SKU-049,4
conv_alpha_000727,evt_alpha_008711,2024-03-11 00:00:00 CST,124,first_click,SKU-032,1
conv_alpha_000728,evt_alpha_003171,2024-03-22 00:00:00 CST,342,first_click,SKU-065,4
conv_alpha_000729,evt_alpha_006462,2024-02-22 00:00:00 CST,108,linear,SKU-030,3
conv_alpha_000730,evt_alpha_003480,2024-02-02 00:00:00 CST,25,last_click,SKU-003,3
conv_alpha_000731,evt_alpha_002844,2024-01-14 00:00:00 CST,244,last_click,SKU-069,1
conv_alpha_000732,evt_alpha_006096,2024-01-29 00:00:00 CST,158,first_click,SKU-024,1
conv_alpha_000733,evt_alpha_005304,2024-02-26 00:00:00 CST,474,first_click,SKU-022,4
conv_alpha_000734,evt_alpha_008091,2024-02-26 00:00:00 CST,83,last_click,SKU-026,2
conv_alpha_000735,evt_alpha_007292,2024-02-24 00:00:00 CST,338,first_click,SKU-069,2
conv_alpha_000736,evt_alpha_003849,2024-01-14 00:00:00 CST,341,linear,SKU-036,3
conv_alpha_000737,evt_alpha_001902,2024-01-15 00:00:00 CST,324,last_click,SKU-080,4
conv_alpha_000738,evt_alpha_003714,2024-03-30 00:00:00 CST,129,last_click,SKU-034,2
conv_alpha_000739,evt_alpha_009992,2024-01-14 00:00:00 CST,362,first_click,SKU-005,3
conv_alpha_000740,evt_alpha_004128,2024-03-21 00:00:00 CST,94,linear,SKU-040,3
conv_alpha_000741,evt_alpha_007611,2024-02-11 00:00:00 CST,488,last_click,SKU-060,1
conv_alpha_000742,evt_alpha_000215,2024-03-26 00:00:00 CST,437,first_click,SKU-077,2
conv_alpha_000743,evt_alpha_000601,2024-03-05 00:00:00 CST,346,linear,SKU-002,1
conv_alpha_000744,evt_alpha_000177,2024-02-21 00:00:00 CST,148,first_click,SKU-046,3
conv_alpha_000745,evt_alpha_005497,2024-01-15 00:00:00 CST,69,linear,SKU-012,3
conv_alpha_000746,evt_alpha_002053,2024-01-05 00:00:00 CST,439,first_click,SKU-035,3
conv_alpha_000747,evt_alpha_001037,2024-02-21 00:00:00 CST,187,last_click,SKU-009,4
conv_alpha_000748,evt_alpha_006691,2024-03-14 00:00:00 CST,356,last_click,SKU-052,1
conv_alpha_000749,evt_alpha_003280,2024-01-31 00:00:00 CST,194,first_click,SKU-087,4
conv_alpha_000750,evt_alpha_003932,2024-03-19 00:00:00 CST,440,last_click,SKU-060,1
conv_alpha_000751,evt_alpha_007773,2024-01-22 00:00:00 CST,295,first_click,SKU-084,2
conv_alpha_000752,evt_alpha_006008,2024-03-04 00:00:00 CST,187,linear,SKU-028,3
conv_alpha_000753,evt_alpha_009658,2024-01-20 00:00:00 CST,108,first_click,SKU-063,3
conv_alpha_000754,evt_alpha_000901,2024-03-15 00:00:00 CST,310,first_click,SKU-082,3
conv_alpha_000755,evt_alpha_009661,2024-03-18 00:00:00 CST,23,last_click,SKU-054,1
conv_alpha_000756,evt_alpha_007355,2024-03-18 00:00:00 CST,40,last_click,SKU-074,2
conv_alpha_000757,evt_alpha_006980,2024-03-20 00:00:00 CST,29,first_click,SKU-040,1
conv_alpha_000758,evt_alpha_004273,2024-02-19 00:00:00 CST,274,first_click,SKU-073,3
conv_alpha_000759,evt_alpha_009672,2024-01-09 00:00:00 CST,426,last_click,SKU-031,2
conv_alpha_000760,evt_alpha_005882,2024-02-08 00:00:00 CST,462,first_click,SKU-053,1
conv_alpha_000761,evt_alpha_001392,2024-03-22 00:00:00 CST,125,first_click,SKU-076,1
conv_alpha_000762,evt_alpha_000831,2024-01-27 00:00:00 CST,114,last_click,SKU-009,1
conv_alpha_000763,evt_alpha_004670,2024-01-22 00:00:00 CST,11,linear,SKU-057,4
conv_alpha_000764,evt_alpha_006350,2024-01-23 00:00:00 CST,327,last_click,SKU-047,4
conv_alpha_000765,evt_alpha_008886,2024-01-27 00:00:00 CST,115,last_click,SKU-031,2
conv_alpha_000766,evt_alpha_004629,2024-02-01 00:00:00 CST,329,first_click,SKU-062,4
conv_alpha_000767,evt_alpha_005110,2024-02-16 00:00:00 CST,10,linear,SKU-087,2
conv_alpha_000768,evt_alpha_009640,2024-01-14 00:00:00 CST,244,linear,SKU-003,1
conv_alpha_000769,evt_alpha_006279,2024-03-05 00:00:00 CST,94,first_click,SKU-002,4
conv_alpha_000770,evt_alpha_005205,2024-02-25 00:00:00 CST,221,last_click,SKU-061,4
conv_alpha_000771,evt_alpha_006406,2024-03-25 00:00:00 CST,299,first_click,SKU-022,1
conv_alpha_000772,evt_alpha_004604,2024-01-13 00:00:00 CST,246,first_click,SKU-089,3
conv_alpha_000773,evt_alpha_008094,2024-01-25 00:00:00 CST,361,linear,SKU-029,4
conv_alpha_000774,evt_alpha_005922,2024-03-16 00:00:00 CST,89,last_click,SKU-077,1
conv_alpha_000775,evt_alpha_003574,2024-01-15 00:00:00 CST,333,last_click,SKU-074,4
conv_alpha_000776,evt_alpha_009259,2024-02-07 00:00:00 CST,121,first_click,SKU-038,4
conv_alpha_000777,evt_alpha_009722,2024-01-15 00:00:00 CST,301,last_click,SKU-069,1
conv_alpha_000778,evt_alpha_001475,2024-03-30 00:00:00 CST,180,linear,SKU-078,3
conv_alpha_000779,evt_alpha_002167,2024-02-07 00:00:00 CST,291,first_click,SKU-087,2
conv_alpha_000780,evt_alpha_008689,2024-02-18 00:00:00 CST,326,first_click,SKU-077,4
conv_alpha_000781,evt_alpha_003812,2024-02-05 00:00:00 CST,460,linear,SKU-041,4
conv_alpha_000782,evt_alpha_007655,2024-03-15 00:00:00 CST,440,linear,SKU-080,2
conv_alpha_000783,evt_alpha_009230,2024-03-25 00:00:00 CST,151,linear,SKU-028,2
conv_alpha_000784,evt_alpha_003107,2024-01-10 00:00:00 CST,184,first_click,SKU-009,4
conv_alpha_000785,evt_alpha_007949,2024-03-04 00:00:00 CST,92,last_click,SKU-077,3
conv_alpha_000786,evt_alpha_006071,2024-02-20 00:00:00 CST,448,last_click,SKU-039,4
conv_alpha_000787,evt_alpha_002364,2024-03-07 00:00:00 CST,336,first_click,SKU-037,4
conv_alpha_000788,evt_alpha_005653,2024-01-01 00:00:00 CST,248,first_click,SKU-054,2
conv_alpha_000789,evt_alpha_008666,2024-03-20 00:00:00 CST,94,linear,SKU-066,1
conv_alpha_000790,evt_alpha_002148,2024-03-11 00:00:00 CST,75,last_click,SKU-003,1
conv_alpha_000791,evt_alpha_002082,2024-01-16 00:00:00 CST,145,last_click,SKU-005,4
conv_alpha_000792,evt_alpha_009502,2024-03-30 00:00:00 CST,266,linear,SKU-013,4
conv_alpha_000793,evt_alpha_003524,2024-03-24 00:00:00 CST,316,linear,SKU-058,1
conv_alpha_000794,evt_alpha_004589,2024-01-18 00:00:00 CST,183,last_click,SKU-008,1
conv_alpha_000795,evt_alpha_006995,2024-01-26 00:00:00 CST,27,first_click,SKU-002,3
conv_alpha_000796,evt_alpha_003502,2024-02-18 00:00:00 CST,451,linear,SKU-008,2
conv_alpha_000797,evt_alpha_000609,2024-01-25 00:00:00 CST,208,first_click,SKU-044,1
conv_alpha_000798,evt_alpha_000996,2024-01-07 00:00:00 CST,490,last_click,SKU-083,1
conv_alpha_000799,evt_alpha_007554,2024-01-31 00:00:00 CST,245,linear,SKU-014,2
conv_alpha_000800,evt_alpha_001220,2024-01-12 00:00:00 CST,46,linear,SKU-085,1
conv_alpha_000801,evt_alpha_004684,2024-03-29 00:00:00 CST,43,first_click,SKU-064,4
conv_alpha_000802,evt_alpha_005679,2024-01-17 00:00:00 CST,158,linear,SKU-026,1
conv_alpha_000803,evt_alpha_006242,2024-03-30 00:00:00 CST,149,first_click,SKU-074,1
conv_alpha_000804,evt_alpha_001889,2024-03-25 00:00:00 CST,362,first_click,SKU-045,3
conv_alpha_000805,evt_alpha_000702,2024-01-28 00:00:00 CST,475,linear,SKU-040,2
conv_alpha_000806,evt_alpha_007025,2024-03-20 00:00:00 CST,275,last_click,SKU-012,4
conv_alpha_000807,evt_alpha_003584,2024-03-13 00:00:00 CST,221,first_click,SKU-082,1
conv_alpha_000808,evt_alpha_001904,2024-01-12 00:00:00 CST,430,last_click,SKU-039,4
conv_alpha_000809,evt_alpha_007607,2024-02-25 00:00:00 CST,116,last_click,SKU-024,3
conv_alpha_000810,evt_alpha_009405,2024-03-30 00:00:00 CST,11,last_click,SKU-001,4
conv_alpha_000811,evt_alpha_001374,2024-03-15 00:00:00 CST,141,linear,SKU-021,3
conv_alpha_000812,evt_alpha_009611,2024-03-30 00:00:00 CST,356,first_click,SKU-074,3
conv_alpha_000813,evt_alpha_009977,2024-03-13 00:00:00 CST,368,last_click,SKU-076,1
conv_alpha_000814,evt_alpha_007782,2024-01-28 00:00:00 CST,306,linear,SKU-072,3
conv_alpha_000815,evt_alpha_008494,2024-01-15 00:00:00 CST,360,last_click,SKU-048,4
conv_alpha_000816,evt_alpha_008479,2024-01-06 00:00:00 CST,353,first_click,SKU-056,4
conv_alpha_000817,evt_alpha_009673,2024-01-09 00:00:00 CST,406,linear,SKU-027,1
conv_alpha_000818,evt_alpha_009863,2024-02-22 00:00:00 CST,75,first_click,SKU-004,2
conv_alpha_000819,evt_alpha_008973,2024-01-25 00:00:00 CST,178,first_click,SKU-074,4
conv_alpha_000820,evt_alpha_006789,2024-01-05 00:00:00 CST,414,last_click,SKU-023,1
conv_alpha_000821,evt_alpha_003154,2024-02-22 00:00:00 CST,186,linear,SKU-010,2
conv_alpha_000822,evt_alpha_006035,2024-02-17 00:00:00 CST,276,linear,SKU-096,3
conv_alpha_000823,evt_alpha_007411,2024-02-08 00:00:00 CST,394,linear,SKU-091,3
conv_alpha_000824,evt_alpha_006219,2024-02-17 00:00:00 CST,476,last_click,SKU-082,2
conv_alpha_000825,evt_alpha_007794,2024-01-19 00:00:00 CST,97,first_click,SKU-096,2
conv_alpha_000826,evt_alpha_007743,2024-03-12 00:00:00 CST,118,last_click,SKU-062,1
conv_alpha_000827,evt_alpha_008988,2024-03-11 00:00:00 CST,398,linear,SKU-010,2
conv_alpha_000828,evt_alpha_007335,2024-02-14 00:00:00 CST,92,last_click,SKU-084,3
conv_alpha_000829,evt_alpha_000485,2024-02-15 00:00:00 CST,339,linear,SKU-011,2
conv_alpha_000830,evt_alpha_009906,2024-01-05 00:00:00 CST,116,linear,SKU-033,2
conv_alpha_000831,evt_alpha_005749,2024-03-22 00:00:00 CST,119,first_click,SKU-056,2
conv_alpha_000832,evt_alpha_001422,2024-03-26 00:00:00 CST,36,linear,SKU-086,1
conv_alpha_000833,evt_alpha_009630,2024-03-01 00:00:00 CST,137,first_click,SKU-070,1
conv_alpha_000834,evt_alpha_004519,2024-01-15 00:00:00 CST,228,linear,SKU-095,4
conv_alpha_000835,evt_alpha_000425,2024-01-23 00:00:00 CST,329,first_click,SKU-099,2
conv_alpha_000836,evt_alpha_009735,2024-01-28 00:00:00 CST,80,linear,SKU-013,2
conv_alpha_000837,evt_alpha_001182,2024-01-13 00:00:00 CST,300,first_click,SKU-071,2
conv_alpha_000838,evt_alpha_004007,2024-02-21 00:00:00 CST,491,last_click,SKU-032,3
conv_alpha_000839,evt_alpha_002296,2024-03-17 00:00:00 CST,362,first_click,SKU-018,3
conv_alpha_000840,evt_alpha_008679,2024-01-01 00:00:00 CST,424,first_click,SKU-080,2
conv_alpha_000841,evt_alpha_006838,2024-03-16 00:00:00 CST,436,linear,SKU-051,1
