event_id,timestamp,adType,cost_micros,impressions,clicks,conv_click_7d,revenue_7d,campaign_id,sku,audience_segment,device,currency,timezone
evt_alpha_003656,2024-02-04 18:00:00 CST,offsite_vid,1314666,2008,26,1,3015,camp_alpha_002,SKU-084,lookalike,tablet,USD,CST
evt_alpha_003657,2024-02-17 12:00:00 CST,onsite_disp,3215998,9364,365,13,768,camp_alpha_001,SKU-035,inmarket,UNKNOWN,USD,CST
evt_alpha_003658,2024-01-15 04:00:00 CST,sp,3607565,6839,191,38,2581,camp_alpha_015,SKU-075,inmarket,desktop,USD,CST
evt_alpha_003659,2024-01-27 09:00:00 CST,onsite_disp,4932713,6353,89,36,2869,camp_alpha_001,SKU-051,,UNKNOWN,USD,CST
evt_alpha_003660,2024-02-20 16:00:00 CST,onsite_disp,1310907,9223,332,6,1992,camp_alpha_004,SKU-094,retargeting,desktop,USD,CST
evt_alpha_003661,2024-02-16 04:00:00 CST,sp,4968722,4648,318,28,1552,camp_alpha_019,SKU-037,,UNKNOWN,USD,CST
evt_alpha_003662,2024-01-09 21:00:00 CST,SD,3301274,4760,396,25,820,camp_alpha_011,SKU-088,lookalike,mobile,USD,CST
evt_alpha_003663,2024-02-18 05:00:00 CST,onsite_disp,3068299,4316,138,22,2177,camp_alpha_019,SKU-045,inmarket,tablet,USD,CST
evt_alpha_003664,2024-02-18 14:00:00 CST,sp,1345088,2572,374,4,4826,camp_alpha_015,SKU-099,lookalike,UNKNOWN,USD,CST
evt_alpha_003665,2024-02-08 06:00:00 CST,onsite_disp,1812737,9349,474,43,1988,camp_alpha_004,SKU-063,lookalike,UNKNOWN,USD,CST
evt_alpha_003666,2024-01-03 20:00:00 CST,SD,3546384,9207,423,11,3942,camp_alpha_014,SKU-028,,mobile,USD,CST
evt_alpha_003667,2024-03-14 10:00:00 CST,onsite_disp,356653,1850,402,44,2302,camp_alpha_003,SKU-034,retargeting,mobile,USD,CST
evt_alpha_003668,2024-01-31 06:00:00 CST,SD,1456260,6679,174,19,3679,camp_alpha_001,SKU-052,lookalike,tablet,USD,CST
evt_alpha_003669,2024-03-02 04:00:00 CST,sp,2521379,6382,274,37,3100,camp_alpha_018,SKU-037,inmarket,mobile,USD,CST
evt_alpha_003670,2024-02-16 20:00:00 CST,offsite_vid,2386168,9335,325,35,4528,camp_alpha_015,SKU-018,inmarket,UNKNOWN,USD,CST
evt_alpha_003671,2024-03-29 19:00:00 CST,SD,4442887,9315,443,46,2784,camp_alpha_002,SKU-026,,desktop,USD,CST
evt_alpha_003672,2024-02-27 02:00:00 CST,SD,3631538,9462,126,42,1364,camp_alpha_006,SKU-051,inmarket,desktop,USD,CST
evt_alpha_003673,2024-01-08 01:00:00 CST,SD,2549937,5980,469,29,4955,camp_alpha_003,SKU-066,,UNKNOWN,USD,CST
evt_alpha_003674,2024-03-22 10:00:00 CST,sp,3453051,2731,116,7,3852,camp_alpha_007,SKU-021,retargeting,mobile,USD,CST
evt_alpha_003675,2024-02-14 19:00:00 CST,sp,1492559,3233,205,36,630,camp_alpha_019,SKU-004,,desktop,USD,CST
evt_alpha_003676,2024-02-25 10:00:00 CST,SD,1082159,307,230,15,3678,camp_alpha_013,SKU-005,lookalike,tablet,USD,CST
evt_alpha_003677,2024-02-16 06:00:00 CST,SD,3561114,6903,246,1,2461,camp_alpha_010,SKU-064,inmarket,tablet,USD,CST
evt_alpha_003678,2024-02-22 20:00:00 CST,offsite_vid,4799791,1043,380,27,165,camp_alpha_018,SKU-044,lookalike,tablet,USD,CST
evt_alpha_003679,2024-03-01 06:00:00 CST,offsite_vid,2464957,1031,254,48,1113,camp_alpha_011,SKU-070,inmarket,mobile,USD,CST
evt_alpha_003680,2024-03-19 05:00:00 CST,offsite_vid,2957778,6067,109,37,2504,camp_alpha_001,SKU-090,inmarket,UNKNOWN,USD,CST
evt_alpha_003681,2024-01-07 13:00:00 CST,offsite_vid,4754247,1230,379,23,1330,camp_alpha_007,SKU-083,lookalike,mobile,USD,CST
evt_alpha_003682,2024-02-28 23:00:00 CST,sp,3461480,2043,445,39,810,camp_alpha_006,SKU-079,inmarket,desktop,USD,CST
evt_alpha_003683,2024-02-23 10:00:00 CST,sp,4188782,7951,392,41,2894,camp_alpha_017,SKU-080,inmarket,desktop,USD,CST
evt_alpha_003684,2024-03-03 16:00:00 CST,onsite_disp,3192074,8430,101,24,4637,camp_alpha_002,SKU-065,,desktop,USD,CST
evt_alpha_003685,2024-02-27 04:00:00 CST,onsite_disp,1204309,172,68,49,2878,camp_alpha_019,SKU-015,inmarket,tablet,USD,CST
evt_alpha_003686,2024-03-13 13:00:00 CST,sp,1822397,9940,334,19,4664,camp_alpha_017,SKU-056,,mobile,USD,CST
evt_alpha_003687,2024-01-09 12:00:00 CST,SD,2905836,1032,123,27,3229,camp_alpha_007,SKU-057,retargeting,UNKNOWN,USD,CST
evt_alpha_003688,2024-02-04 08:00:00 CST,onsite_disp,388169,8160,448,45,2496,camp_alpha_010,SKU-043,,UNKNOWN,USD,CST
evt_alpha_003689,2024-03-03 22:00:00 CST,offsite_vid,2330474,7211,162,40,2681,camp_alpha_016,SKU-080,inmarket,desktop,USD,CST
evt_alpha_003690,2024-01-20 23:00:00 CST,offsite_vid,2734995,491,211,31,1285,camp_alpha_008,SKU-062,inmarket,tablet,USD,CST
evt_alpha_003691,2024-01-02 21:00:00 CST,sp,950154,4137,487,6,1157,camp_alpha_018,SKU-044,,UNKNOWN,USD,CST
evt_alpha_003692,2024-01-27 20:00:00 CST,onsite_disp,3825211,6198,456,24,4782,camp_alpha_013,SKU-013,retargeting,mobile,USD,CST
evt_alpha_003693,2024-02-06 01:00:00 CST,onsite_disp,4185287,8480,94,5,2718,camp_alpha_006,SKU-080,lookalike,tablet,USD,CST
evt_alpha_003694,2024-03-08 06:00:00 CST,offsite_vid,1354278,8632,321,7,4506,camp_alpha_002,SKU-070,,mobile,USD,CST
evt_alpha_003695,2024-01-01 05:00:00 CST,offsite_vid,4860651,2750,397,14,4183,camp_alpha_018,SKU-017,retargeting,tablet,USD,CST
evt_alpha_003696,2024-03-22 23:00:00 CST,onsite_disp,3652401,6696,303,8,4405,camp_alpha_003,SKU-046,retargeting,mobile,USD,CST
evt_alpha_003697,2024-03-13 19:00:00 CST,sp,431402,403,42,41,3225,camp_alpha_008,SKU-011,retargeting,UNKNOWN,USD,CST
evt_alpha_003698,2024-01-25 19:00:00 CST,SD,4812176,4303,329,48,1830,camp_alpha_003,SKU-040,lookalike,mobile,USD,CST
evt_alpha_003699,2024-01-22 18:00:00 CST,SD,228996,1878,108,49,1213,camp_alpha_011,SKU-055,,UNKNOWN,USD,CST
evt_alpha_003700,2024-01-12 00:00:00 CST,SD,763403,1462,278,6,2240,camp_alpha_018,SKU-008,retargeting,desktop,USD,CST
evt_alpha_003701,2024-03-27 00:00:00 CST,onsite_disp,1677065,5451,479,45,2764,camp_alpha_017,SKU-039,inmarket,mobile,USD,CST
evt_alpha_003702,2024-01-20 19:00:00 CST,offsite_vid,1500077,4001,211,34,3628,camp_alpha_009,SKU-053,retargeting,desktop,USD,CST
evt_alpha_003703,2024-03-26 10:00:00 CST,onsite_disp,4705445,2191,90,3,91,camp_alpha_017,SKU-038,,UNKNOWN,USD,CST
evt_alpha_003704,2024-01-29 07:00:00 CST,onsite_disp,3272615,6348,480,31,3490,camp_alpha_018,SKU-016,inmarket,tablet,USD,CST
evt_alpha_003705,2024-03-29 01:00:00 CST,offsite_vid,2593310,548,316,21,4500,camp_alpha_013,SKU-093,lookalike,desktop,USD,CST
evt_alpha_003706,2024-03-13 00:00:00 CST,onsite_disp,3799285,2874,163,5,1446,camp_alpha_005,SKU-009,,tablet,USD,CST
evt_alpha_003707,2024-01-19 00:00:00 CST,onsite_disp,643929,4826,195,31,4464,camp_alpha_001,SKU-034,retargeting,tablet,USD,CST
evt_alpha_003708,2024-02-28 13:00:00 CST,SD,3557685,8772,120,12,4662,camp_alpha_008,SKU-062,inmarket,mobile,USD,CST
evt_alpha_003709,2024-02-25 19:00:00 CST,sp,1452797,6790,410,19,3709,camp_alpha_017,SKU-040,inmarket,desktop,USD,CST
evt_alpha_003710,2024-02-21 09:00:00 CST,onsite_disp,4660386,1010,428,30,1418,camp_alpha_014,SKU-039,lookalike,tablet,USD,CST
evt_alpha_003711,2024-01-20 21:00:00 CST,onsite_disp,4248597,231,8,38,152,camp_alpha_015,SKU-099,retargeting,mobile,USD,CST
evt_alpha_003712,2024-01-27 23:00:00 CST,sp,3639936,5747,342,45,714,camp_alpha_014,SKU-040,lookalike,desktop,USD,CST
evt_alpha_003713,2024-03-27 09:00:00 CST,sp,3156128,5334,213,16,4654,camp_alpha_018,SKU-085,,mobile,USD,CST
evt_alpha_003714,2024-03-18 07:00:00 CST,SD,4457461,5579,498,12,1245,camp_alpha_005,SKU-074,lookalike,mobile,USD,CST
evt_alpha_003715,2024-01-14 05:00:00 CST,SD,2086599,3241,316,46,4553,camp_alpha_017,SKU-069,lookalike,tablet,USD,CST
evt_alpha_003716,2024-01-24 18:00:00 CST,SD,4249277,6350,165,5,2926,camp_alpha_003,SKU-022,retargeting,tablet,USD,CST
evt_alpha_003717,2024-03-12 22:00:00 CST,onsite_disp,645287,9530,220,15,2466,camp_alpha_008,SKU-072,retargeting,mobile,USD,CST
evt_alpha_003718,2024-01-05 04:00:00 CST,sp,514437,8963,13,43,1685,camp_alpha_001,SKU-005,inmarket,tablet,USD,CST
evt_alpha_003719,2024-02-15 06:00:00 CST,sp,4448472,3090,264,46,3258,camp_alpha_016,SKU-071,lookalike,mobile,USD,CST
evt_alpha_003720,2024-02-12 05:00:00 CST,SD,1362847,6098,308,39,2295,camp_alpha_004,SKU-001,inmarket,desktop,USD,CST
evt_alpha_003721,2024-01-31 00:00:00 CST,sp,3730354,985,324,48,3358,camp_alpha_012,SKU-071,lookalike,tablet,USD,CST
evt_alpha_003722,2024-02-24 20:00:00 CST,sp,601195,5602,210,12,2650,camp_alpha_006,SKU-033,inmarket,mobile,USD,CST
evt_alpha_003723,2024-03-17 12:00:00 CST,offsite_vid,3015427,8116,226,17,4566,camp_alpha_001,SKU-041,inmarket,UNKNOWN,USD,CST
evt_alpha_003724,2024-01-18 00:00:00 CST,SD,2947945,6857,70,37,2567,camp_alpha_002,SKU-073,retargeting,tablet,USD,CST
evt_alpha_003725,2024-02-10 06:00:00 CST,offsite_vid,1582338,8179,385,42,3614,camp_alpha_016,SKU-047,retargeting,mobile,USD,CST
evt_alpha_003726,2024-01-17 02:00:00 CST,SD,3453599,3094,179,6,4533,camp_alpha_011,SKU-062,inmarket,desktop,USD,CST
evt_alpha_003727,2024-02-26 13:00:00 CST,offsite_vid,2672613,4517,182,42,2666,camp_alpha_010,SKU-004,retargeting,desktop,USD,CST
evt_alpha_003728,2024-03-13 12:00:00 CST,onsite_disp,2214820,1478,195,34,3561,camp_alpha_013,SKU-096,retargeting,tablet,USD,CST
evt_alpha_003729,2024-03-05 10:00:00 CST,SD,3302754,2324,114,12,2079,camp_alpha_016,SKU-050,lookalike,desktop,USD,CST
evt_alpha_003730,2024-02-21 22:00:00 CST,onsite_disp,2212502,9386,110,29,548,camp_alpha_016,SKU-032,inmarket,tablet,USD,CST
evt_alpha_003731,2024-03-16 03:00:00 CST,offsite_vid,2472094,9174,206,40,2625,camp_alpha_006,SKU-014,retargeting,mobile,USD,CST
evt_alpha_003732,2024-01-26 17:00:00 CST,onsite_disp,3353732,8604,118,37,2584,camp_alpha_015,SKU-052,inmarket,mobile,USD,CST
evt_alpha_003733,2024-02-03 15:00:00 CST,sp,1376253,6458,382,35,1691,camp_alpha_001,SKU-072,retargeting,desktop,USD,CST
evt_alpha_003734,2024-03-19 01:00:00 CST,onsite_disp,4729577,8152,410,19,4734,camp_alpha_007,SKU-068,lookalike,UNKNOWN,USD,CST
evt_alpha_003735,2024-02-25 12:00:00 CST,SD,4263924,4422,324,7,2497,camp_alpha_010,SKU-054,,UNKNOWN,USD,CST
evt_alpha_003736,2024-02-28 13:00:00 CST,SD,4736770,1869,268,36,3509,camp_alpha_017,SKU-075,inmarket,tablet,USD,CST
evt_alpha_003737,2024-01-18 16:00:00 CST,onsite_disp,2246446,320,144,25,4605,camp_alpha_005,SKU-061,,UNKNOWN,USD,CST
evt_alpha_003738,2024-03-28 10:00:00 CST,SD,2656463,1939,162,43,364,camp_alpha_001,SKU-021,inmarket,mobile,USD,CST
evt_alpha_003739,2024-03-04 04:00:00 CST,sp,2549737,477,210,31,4753,camp_alpha_002,SKU-079,,mobile,USD,CST
evt_alpha_003740,2024-02-22 21:00:00 CST,offsite_vid,539222,6376,452,40,865,camp_alpha_007,SKU-090,retargeting,UNKNOWN,USD,CST
evt_alpha_003741,2024-01-26 11:00:00 CST,SD,1046515,1654,463,3,3679,camp_alpha_018,SKU-005,retargeting,UNKNOWN,USD,CST
evt_alpha_003742,2024-02-23 17:00:00 CST,SD,3033176,1303,240,17,3391,camp_alpha_010,SKU-023,,tablet,USD,CST
evt_alpha_003743,2024-03-22 03:00:00 CST,offsite_vid,4738559,4370,197,25,3525,camp_alpha_003,SKU-043,retargeting,tablet,USD,CST
evt_alpha_003744,2024-03-18 01:00:00 CST,SD,1995614,240,178,4,2222,camp_alpha_004,SKU-036,inmarket,UNKNOWN,USD,CST
evt_alpha_003745,2024-01-19 19:00:00 CST,SD,516104,4903,194,36,4656,camp_alpha_005,SKU-059,,mobile,USD,CST
evt_alpha_003746,2024-02-08 06:00:00 CST,onsite_disp,527790,9746,115,3,353,camp_alpha_013,SKU-019,lookalike,mobile,USD,CST
evt_alpha_003747,2024-02-22 05:00:00 CST,onsite_disp,1834532,4952,315,12,237,camp_alpha_014,SKU-094,lookalike,UNKNOWN,USD,CST
evt_alpha_003748,2024-01-10 00:00:00 CST,offsite_vid,4000444,7758,134,30,912,camp_alpha_004,SKU-061,lookalike,tablet,USD,CST
evt_alpha_003749,2024-03-24 13:00:00 CST,SD,4177873,5403,477,0,4325,camp_alpha_009,SKU-025,inmarket,UNKNOWN,USD,CST
evt_alpha_003750,2024-02-25 19:00:00 CST,SD,249850,8378,32,10,2920,camp_alpha_019,SKU-075,,tablet,USD,CST
evt_alpha_003751,2024-03-09 20:00:00 CST,sp,4222097,2077,450,42,880,camp_alpha_008,SKU-056,,tablet,USD,CST
evt_alpha_003752,2024-03-27 01:00:00 CST,sp,3927302,8440,435,23,2353,camp_alpha_007,SKU-060,inmarket,tablet,USD,CST
evt_alpha_003753,2024-02-08 06:00:00 CST,offsite_vid,3075776,5926,386,12,3692,camp_alpha_006,SKU-027,lookalike,UNKNOWN,USD,CST
evt_alpha_003754,2024-01-09 20:00:00 CST,SD,778533,6219,25,42,1554,camp_alpha_016,SKU-023,lookalike,UNKNOWN,USD,CST
evt_alpha_003755,2024-01-29 05:00:00 CST,onsite_disp,1541044,9727,177,32,113,camp_alpha_008,SKU-090,inmarket,desktop,USD,CST
evt_alpha_003756,2024-02-03 08:00:00 CST,offsite_vid,375491,2734,457,45,1394,camp_alpha_006,SKU-016,lookalike,desktop,USD,CST
evt_alpha_003757,2024-03-01 18:00:00 CST,offsite_vid,878443,3449,142,7,4607,camp_alpha_004,SKU-008,lookalike,mobile,USD,CST
evt_alpha_003758,2024-01-16 15:00:00 CST,SD,4510069,2516,214,4,740,camp_alpha_012,SKU-071,retargeting,desktop,USD,CST
evt_alpha_003759,2024-01-28 03:00:00 CST,sp,3403333,5009,200,35,1098,camp_alpha_016,SKU-063,,UNKNOWN,USD,CST
evt_alpha_003760,2024-02-07 14:00:00 CST,onsite_disp,1429928,4270,277,5,2231,camp_alpha_005,SKU-057,retargeting,UNKNOWN,USD,CST
evt_alpha_003761,2024-03-25 11:00:00 CST,onsite_disp,3743329,9868,407,25,1469,camp_alpha_008,SKU-044,inmarket,desktop,USD,CST
evt_alpha_003762,2024-02-02 16:00:00 CST,SD,196190,1380,228,29,4589,camp_alpha_006,SKU-054,inmarket,UNKNOWN,USD,CST
evt_alpha_003763,2024-02-22 05:00:00 CST,SD,4795111,2400,106,33,3991,camp_alpha_002,SKU-008,retargeting,mobile,USD,CST
evt_alpha_003764,2024-02-01 23:00:00 CST,SD,556710,9915,181,8,2433,camp_alpha_003,SKU-098,lookalike,desktop,USD,CST
evt_alpha_003765,2024-03-23 16:00:00 CST,offsite_vid,3394612,4974,243,18,4985,camp_alpha_006,SKU-014,retargeting,tablet,USD,CST
evt_alpha_003766,2024-03-17 23:00:00 CST,SD,3192877,3387,431,0,2861,camp_alpha_013,SKU-055,inmarket,desktop,USD,CST
evt_alpha_003767,2024-03-14 03:00:00 CST,SD,1868703,4643,101,46,3748,camp_alpha_010,SKU-041,lookalike,desktop,USD,CST
evt_alpha_003768,2024-03-16 21:00:00 CST,offsite_vid,2358844,6407,364,13,2195,camp_alpha_013,SKU-023,inmarket,desktop,USD,CST
evt_alpha_003769,2024-02-03 20:00:00 CST,onsite_disp,2446120,3540,9,44,3507,camp_alpha_001,SKU-002,retargeting,UNKNOWN,USD,CST
evt_alpha_003770,2024-02-14 16:00:00 CST,offsite_vid,3311389,5008,272,13,4233,camp_alpha_002,SKU-078,retargeting,mobile,USD,CST
evt_alpha_003771,2024-03-26 17:00:00 CST,onsite_disp,1225295,1793,255,36,1319,camp_alpha_006,SKU-079,retargeting,tablet,USD,CST
evt_alpha_003772,2024-01-26 08:00:00 CST,onsite_disp,3953207,4061,54,13,1544,camp_alpha_010,SKU-062,lookalike,desktop,USD,CST
evt_alpha_003773,2024-02-20 06:00:00 CST,onsite_disp,1392612,4533,378,32,1445,camp_alpha_013,SKU-049,retargeting,desktop,USD,CST
evt_alpha_003774,2024-02-22 00:00:00 CST,offsite_vid,406243,7639,347,36,2038,camp_alpha_005,SKU-039,,mobile,USD,CST
evt_alpha_003775,2024-01-31 11:00:00 CST,onsite_disp,2470818,3668,365,46,3438,camp_alpha_015,SKU-051,lookalike,desktop,USD,CST
evt_alpha_003776,2024-03-25 09:00:00 CST,sp,2859897,6107,258,0,916,camp_alpha_011,SKU-080,lookalike,mobile,USD,CST
evt_alpha_003777,2024-03-15 16:00:00 CST,sp,874696,4419,66,31,1321,camp_alpha_005,SKU-057,lookalike,mobile,USD,CST
evt_alpha_003778,2024-01-12 13:00:00 CST,offsite_vid,2821131,5279,454,15,4763,camp_alpha_007,SKU-014,,UNKNOWN,USD,CST
evt_alpha_003779,2024-01-27 20:00:00 CST,SD,2490202,3228,258,26,3105,camp_alpha_005,SKU-040,lookalike,desktop,USD,CST
evt_alpha_003780,2024-02-01 08:00:00 CST,SD,335374,7779,274,32,2037,camp_alpha_002,SKU-067,,desktop,USD,CST
evt_alpha_003781,2024-01-15 20:00:00 CST,SD,1725146,5579,81,48,1299,camp_alpha_001,SKU-073,retargeting,tablet,USD,CST
evt_alpha_003782,2024-02-20 05:00:00 CST,onsite_disp,2814195,5138,153,5,1958,camp_alpha_017,SKU-070,,UNKNOWN,USD,CST
evt_alpha_003783,2024-01-09 02:00:00 CST,SD,3941157,3328,424,3,2365,camp_alpha_008,SKU-040,inmarket,UNKNOWN,USD,CST
evt_alpha_003784,2024-01-06 07:00:00 CST,SD,4316377,4437,428,46,2658,camp_alpha_006,SKU-023,inmarket,UNKNOWN,USD,CST
evt_alpha_003785,2024-01-17 19:00:00 CST,offsite_vid,2244965,8651,380,27,1164,camp_alpha_013,SKU-020,inmarket,mobile,USD,CST
evt_alpha_003786,2024-02-23 02:00:00 CST,sp,4618630,9635,307,36,810,camp_alpha_018,SKU-084,inmarket,UNKNOWN,USD,CST
evt_alpha_003787,2024-03-11 03:00:00 CST,SD,4633552,9420,450,34,3548,camp_alpha_009,SKU-037,,UNKNOWN,USD,CST
evt_alpha_003788,2024-03-29 11:00:00 CST,SD,3044118,5648,494,30,4401,camp_alpha_007,SKU-074,,tablet,USD,CST
evt_alpha_003789,2024-03-30 22:00:00 CST,sp,4335015,3126,284,42,2356,camp_alpha_006,SKU-093,,UNKNOWN,USD,CST
evt_alpha_003790,2024-03-14 18:00:00 CST,offsite_vid,4887251,2407,185,14,3110,camp_alpha_002,SKU-013,inmarket,UNKNOWN,USD,CST
evt_alpha_003791,2024-02-10 19:00:00 CST,sp,1910753,5963,179,43,1712,camp_alpha_016,SKU-038,inmarket,desktop,USD,CST
evt_alpha_003792,2024-01-08 22:00:00 CST,SD,3009593,8098,16,23,3294,camp_alpha_016,SKU-058,,desktop,USD,CST
evt_alpha_003793,2024-03-25 05:00:00 CST,SD,3483153,9186,451,49,2474,camp_alpha_016,SKU-068,lookalike,tablet,USD,CST
evt_alpha_003794,2024-01-25 07:00:00 CST,SD,1899218,7157,367,6,1464,camp_alpha_017,SKU-059,lookalike,desktop,USD,CST
evt_alpha_003795,2024-01-15 03:00:00 CST,SD,4981839,4721,121,16,264,camp_alpha_007,SKU-091,,tablet,USD,CST
evt_alpha_003796,2024-01-12 16:00:00 CST,sp,922763,8171,346,41,3438,camp_alpha_002,SKU-036,,mobile,USD,CST
evt_alpha_003797,2024-03-27 02:00:00 CST,offsite_vid,3413415,8894,294,11,4267,camp_alpha_004,SKU-025,inmarket,tablet,USD,CST
evt_alpha_003798,2024-02-08 21:00:00 CST,offsite_vid,962213,1220,71,32,4527,camp_alpha_003,SKU-002,inmarket,UNKNOWN,USD,CST
evt_alpha_003799,2024-02-25 06:00:00 CST,onsite_disp,3994898,6453,290,10,1994,camp_alpha_003,SKU-060,lookalike,mobile,USD,CST
evt_alpha_003800,2024-03-03 22:00:00 CST,SD,3943962,1601,447,1,3321,camp_alpha_017,SKU-041,inmarket,UNKNOWN,USD,CST
evt_alpha_003801,2024-01-09 10:00:00 CST,sp,1946861,847,497,7,967,camp_alpha_008,SKU-084,lookalike,UNKNOWN,USD,CST
evt_alpha_003802,2024-03-18 12:00:00 CST,onsite_disp,174128,4532,387,24,2320,camp_alpha_018,SKU-006,inmarket,desktop,USD,CST
evt_alpha_003803,2024-02-25 06:00:00 CST,SD,764373,4433,489,21,3112,camp_alpha_010,SKU-002,lookalike,UNKNOWN,USD,CST
evt_alpha_003804,2024-02-11 22:00:00 CST,onsite_disp,1182569,8945,285,40,1339,camp_alpha_013,SKU-030,inmarket,tablet,USD,CST
evt_alpha_003805,2024-03-05 14:00:00 CST,onsite_disp,2498186,4628,484,8,1081,camp_alpha_016,SKU-090,retargeting,mobile,USD,CST
evt_alpha_003806,2024-01-06 14:00:00 CST,sp,2981474,2754,155,8,3069,camp_alpha_012,SKU-018,,UNKNOWN,USD,CST
evt_alpha_003807,2024-02-01 18:00:00 CST,onsite_disp,3511627,930,459,46,3728,camp_alpha_007,SKU-059,lookalike,tablet,USD,CST
evt_alpha_003808,2024-02-26 10:00:00 CST,SD,1849953,561,337,47,1578,camp_alpha_009,SKU-004,,desktop,USD,CST
evt_alpha_003809,2024-03-15 07:00:00 CST,onsite_disp,188410,3331,112,29,1629,camp_alpha_019,SKU-010,,mobile,USD,CST
evt_alpha_003810,2024-03-22 06:00:00 CST,offsite_vid,4292236,4647,137,27,3944,camp_alpha_018,SKU-073,inmarket,desktop,USD,CST
evt_alpha_003811,2024-01-23 10:00:00 CST,sp,4946988,403,108,24,1835,camp_alpha_015,SKU-093,,UNKNOWN,USD,CST
evt_alpha_003812,2024-02-09 05:00:00 CST,offsite_vid,2006503,1733,209,42,2377,camp_alpha_002,SKU-087,lookalike,tablet,USD,CST
evt_alpha_003813,2024-03-24 19:00:00 CST,offsite_vid,3749722,8777,336,43,772,camp_alpha_002,SKU-041,inmarket,desktop,USD,CST
evt_alpha_003814,2024-01-20 13:00:00 CST,SD,144865,8437,43,38,1839,camp_alpha_019,SKU-035,lookalike,tablet,USD,CST
evt_alpha_003815,2024-02-08 07:00:00 CST,onsite_disp,2955442,3040,401,29,2052,camp_alpha_013,SKU-034,,desktop,USD,CST
evt_alpha_003816,2024-03-08 03:00:00 CST,offsite_vid,372635,3209,227,37,284,camp_alpha_009,SKU-091,inmarket,UNKNOWN,USD,CST
evt_alpha_003817,2024-03-08 07:00:00 CST,sp,4717892,6435,194,3,2778,camp_alpha_002,SKU-072,lookalike,mobile,USD,CST
evt_alpha_003818,2024-01-02 22:00:00 CST,onsite_disp,1985228,9230,2,33,1472,camp_alpha_007,SKU-035,inmarket,UNKNOWN,USD,CST
evt_alpha_003819,2024-02-01 23:00:00 CST,SD,713549,3610,458,30,950,camp_alpha_019,SKU-086,retargeting,tablet,USD,CST
evt_alpha_003820,2024-01-01 20:00:00 CST,sp,3121075,9260,474,28,3808,camp_alpha_013,SKU-065,lookalike,UNKNOWN,USD,CST
evt_alpha_003821,2024-01-20 16:00:00 CST,sp,4970437,3984,220,41,1581,camp_alpha_013,SKU-031,,UNKNOWN,USD,CST
evt_alpha_003822,2024-03-02 16:00:00 CST,SD,3998186,8653,52,17,4776,camp_alpha_005,SKU-097,retargeting,tablet,USD,CST
evt_alpha_003823,2024-03-05 18:00:00 CST,onsite_disp,3277093,1903,491,16,2968,camp_alpha_014,SKU-028,retargeting,mobile,USD,CST
evt_alpha_003824,2024-01-17 04:00:00 CST,offsite_vid,2097944,2461,210,3,102,camp_alpha_017,SKU-038,retargeting,UNKNOWN,USD,CST
evt_alpha_003825,2024-01-30 04:00:00 CST,offsite_vid,1331002,5251,233,10,2536,camp_alpha_013,SKU-035,retargeting,desktop,USD,CST
evt_alpha_003826,2024-01-18 04:00:00 CST,offsite_vid,1307581,359,382,40,1786,camp_alpha_004,SKU-066,lookalike,tablet,USD,CST
evt_alpha_003827,2024-01-28 01:00:00 CST,sp,2995025,427,327,41,2289,camp_alpha_011,SKU-027,lookalike,mobile,USD,CST
evt_alpha_003828,2024-01-08 13:00:00 CST,offsite_vid,389906,3339,434,35,4375,camp_alpha_010,SKU-022,inmarket,UNKNOWN,USD,CST
evt_alpha_003829,2024-01-08 06:00:00 CST,SD,626300,9997,422,34,3679,camp_alpha_007,SKU-044,retargeting,UNKNOWN,USD,CST
evt_alpha_003830,2024-02-04 00:00:00 CST,SD,4126108,3498,455,44,2078,camp_alpha_010,SKU-068,retargeting,UNKNOWN,USD,CST
evt_alpha_003831,2024-01-13 16:00:00 CST,offsite_vid,3367414,5098,159,23,4864,camp_alpha_015,SKU-047,,tablet,USD,CST
evt_alpha_003832,2024-02-05 05:00:00 CST,SD,575614,943,89,24,3651,camp_alpha_006,SKU-013,retargeting,tablet,USD,CST
evt_alpha_003833,2024-01-22 20:00:00 CST,onsite_disp,4089186,6664,44,25,2041,camp_alpha_015,SKU-081,inmarket,tablet,USD,CST
evt_alpha_003834,2024-02-19 02:00:00 CST,SD,679443,110,251,23,2301,camp_alpha_001,SKU-098,,UNKNOWN,USD,CST
evt_alpha_003835,2024-02-03 01:00:00 CST,sp,3155029,2793,291,24,1370,camp_alpha_015,SKU-055,lookalike,tablet,USD,CST
evt_alpha_003836,2024-01-28 03:00:00 CST,sp,1495489,4535,140,46,3967,camp_alpha_019,SKU-017,retargeting,tablet,USD,CST
evt_alpha_003837,2024-03-05 01:00:00 CST,sp,3575303,3008,387,17,3382,camp_alpha_009,SKU-047,,mobile,USD,CST
evt_alpha_003838,2024-03-07 00:00:00 CST,onsite_disp,510743,497,133,4,4508,camp_alpha_005,SKU-059,,mobile,USD,CST
evt_alpha_003839,2024-03-16 13:00:00 CST,onsite_disp,721014,2062,373,41,3196,camp_alpha_009,SKU-058,inmarket,desktop,USD,CST
evt_alpha_003840,2024-03-11 16:00:00 CST,offsite_vid,1177247,4919,7,19,4259,camp_alpha_005,SKU-013,lookalike,desktop,USD,CST
evt_alpha_003841,2024-03-21 05:00:00 CST,onsite_disp,4995640,3046,104,27,3065,camp_alpha_015,SKU-001,,tablet,USD,CST
